SampleID	prop_Broadleaf	prop_Abies	prop_Pinus	prop_Salix	prop_Arbutus	prop_Alnus	prop_Juniperus	prop_Prunus	total_mean_Height	total_mean_coverage	mean_coverage_Pinus	mean_coverage_Arbutus	mean_coverage_Quercus	mean_coverage_Juniperus
P5S1T1	-2.160441708628751	2.4856341393881505	0.5866332462028955	-0.29346539703881547	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	1.5946804713721654	-0.10897047248216377	0.044067152960156356	-0.6065446978768527	-1.1906990775501642	-0.3635788342818094
P5S1T2	0.1668480907543885	1.845384539317054	0.8060098293898055	-0.29346539703881547	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	3.0699484080259425	1.1347832590880609	-0.3283843030702248	0.048749853505717054	-0.6065446978768527	-0.19899855138236958	-0.3635788342818094
P5S1T3	0.571297667699176	-0.5065919158492008	-0.8614316977345943	-0.29346539703881547	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	4.870422957901872	0.4944918378751351	-0.07804370732068887	-0.600720352595971	-0.6065446978768527	0.864781671565426	-0.3635788342818094
P5S2T1	0.5203485242897349	-0.5065919158492008	0.43521161328618846	-0.29346539703881547	1.270579819128188	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	0.030678883031947244	-0.07257505033503685	2.0602751313379044	0.2195228163677753	0.06900246886004904	-0.3635788342818094
P5S2T2	0.571297667699176	-0.5065919158492008	-0.8614316977345943	-0.29346539703881547	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	1.826384410385531	0.4317824489947144	-0.600720352595971	-0.6065446978768527	0.8734892859415334	-0.3635788342818094
P5S2T3	0.5023200508897171	-0.5065919158492008	0.5866332462028955	-0.29346539703881547	0.7641560997705338	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	0.2325421632329854	0.08113072506746126	-0.005813787633860502	-0.3525207745241568	0.7477126338422033	-0.3635788342818094
P6S1T1	0.037661462118103964	2.1086541349509513	0.5308153543287183	3.474714275515136	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	1.181826180039259	-0.31147017982558967	-0.33197406041596217	-0.6065446978768527	-0.4926386583988825	-0.3635788342818094
P6S1T2	-2.160441708628751	2.563146377014233	-0.8614316977345943	-0.29346539703881547	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	0.9164198498966768	0.12003350177081651	-0.600720352595971	-0.6065446978768527	-1.1906990775501642	-0.3635788342818094
P6S1T3	-2.160441708628751	1.224581985827724	1.741453907085752	-0.29346539703881547	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	-0.17996106152565805	-0.303436117904735	-0.011718062234784922	-0.6065446978768527	-1.1906990775501642	-0.3635788342818094
P6S2T1	0.509584456466751	1.0883633869049334	-0.8614316977345943	-0.29346539703881547	-0.8888927506333232	2.2889787823562573	-0.4754766730069818	-0.23354033429199458	0.24658482620349237	-0.7453381145194279	-0.600720352595971	-0.6065446978768527	-0.604386376225595	-0.3635788342818094
P6S2T2	0.46452712640242594	0.9788399416852543	0.43521161328618846	2.4705906935843642	-0.8888927506333232	-0.29040036633169053	-0.4754766730069818	-0.23354033429199458	-0.12203507677231656	-0.4657631697183338	0.7234659234182546	-0.6065446978768527	-0.5685884060127088	-0.3635788342818094
P6S2T3	0.4029658450559967	-0.5065919158492008	1.0302586324708787	-0.29346539703881547	-0.8888927506333232	3.2142840833680637	-0.4754766730069818	-0.23354033429199458	1.131272593345434	0.4473297040532529	1.44399102040693	-0.6065446978768527	0.035139524064075604	-0.3635788342818094
