OTUID	P6S2T2	P2S1T2	P3S1T3	P5S1T3	P6S2T3	P3S1T2	P1S2T3	P3S2T2	P5S2T1	P3S2T1	P2S1T1	P3S2T3	P5S2T2	P1S1T1	P4S1T3	P2S1T3	P4S1T1	P5S2T3	P1S1T2	P4S2T1	P2S2T1	P4S1T2	P6S1T2	P1S1T3	P4S2T3	P2S2T2	P4S2T2	P6S1T3	P1S2T1	P6S1T1	P2S2T3	P5S1T1	P6S2T1	P1S2T2	P3S1T1	P5S1T2	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
otu11	12	76	14	44	11	29	18	22	8	38	24	44	25	24	17	31	33	18	41	29	18	49	25	25	61	32	35	13	38	22	28	19	32	26	12	20	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Leptosphaeriaceae__Leptosphaeria maculans species complex__Leptosphaeria maculans	Leptosphaeria	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu196	0	34	36	46	16	77	27	40	24	43	18	32	34	17	26	13	33	20	31	37	16	43	12	32	86	31	5	13	17	5	53	16	12	25	17	17	Eukaryota__Ascomycota__Dothideomycetes__Capnodiales__Mycosphaerellaceae__Zymoseptoria__Zymoseptoria tritici	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu64	36	7	20	16	25	12	43	49	8	19	13	54	45	26	39	3	27	16	76	50	12	32	10	38	28	25	20	26	56	22	16	16	20	17	13	32	Eukaryota__Basidiomycota__Agaricomycetes__Boletales__Coniophoraceae__Coniophora__Coniophora puteana	Coniophora	13	Saprotroph	Wood Saprotroph	Corticioid	Brown Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu41	2	38	16	14	3	12	30	120	5	61	45	116	17	20	10	21	13	10	5	28	22	16	11	72	75	35	19	4	23	4	25	20	8	1	21	11	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Hypocreaceae__Trichoderma__Trichoderma virens	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu17	44	35	38	34	19	20	23	39	16	23	36	35	55	17	13	11	24	29	45	44	16	22	7	43	15	56	22	16	12	10	11	22	23	22	30	16	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Clavicipitaceae__Pochonia__Pochonia chlamydosporia	Pochonia	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu51	2	30	37	74	13	32	25	83	0	49	12	27	38	19	9	30	17	23	54	24	23	29	0	52	30	8	14	0	31	15	31	28	20	24	0	27	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Penicillium__Penicillium digitatum	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu107	33	3	11	9	26	23	47	33	29	26	4	48	32	49	18	4	21	25	34	50	27	31	10	51	24	28	25	0	35	9	21	20	14	11	21	60	Eukaryota__Basidiomycota__Agaricomycetes__Corticiales__Punctulariaceae__Punctularia__Punctularia strigosozonata	Punctularia	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu80	15	46	11	18	20	28	12	34	12	82	31	36	12	15	31	54	31	12	13	26	29	35	16	20	36	22	26	4	12	7	41	3	0	9	33	6	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Ascoideaceae__Ascoidea__Ascoidea rubescens	Ascoideaceae	9	Saprotroph	Wood Saprotroph	Microfungus	NULL	Probable	Found typically in beetle galleries in dead wood, apparently transmitted by insects (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu111	8	152	8	11	11	3	13	13	19	27	44	22	2	48	7	54	13	17	6	30	21	26	24	28	16	72	7	20	42	1	16	6	2	9	8	5	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Hypocreaceae__Trichoderma__Trichoderma gamsii	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu128	4	33	51	34	8	45	14	31	21	43	20	37	46	28	19	10	28	19	2	21	16	15	13	55	18	35	9	4	32	4	17	15	9	22	10	6	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus niger	-	-	-	-	-	-	-	Unassigned	-
otu117	12	31	9	29	17	35	8	39	11	42	21	17	25	15	4	26	29	25	39	36	28	36	19	30	18	23	25	15	25	15	21	14	15	9	10	15	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Unclassified__Paracoccidioides__Paracoccidioides lutzii	Paracoccidioides	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu81	13	12	17	9	152	26	7	50	10	25	16	35	61	27	35	3	16	13	1	23	9	28	6	34	24	10	10	16	8	1	14	6	22	8	26	7	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Clavicipitaceae__Metarhizium__Metarhizium brunneum	Metarhizium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu100	9	31	11	15	13	33	31	28	9	40	11	28	18	16	9	27	21	5	26	17	13	32	15	28	37	25	10	15	42	16	35	10	14	22	24	11	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Glomerellaceae__Colletotrichum__Colletotrichum graminicola	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu5	6	19	9	11	10	13	138	14	10	4	4	14	6	8	10	12	20	20	3	55	16	8	6	5	99	61	13	21	14	6	17	4	5	8	21	6	Eukaryota__Ascomycota__Pneumocystidomycetes__Unclassified__Pneumocystidaceae__Pneumocystis__Pneumocystis murina	Pneumocystis	13	Pathotroph	Animal Pathogen	NULL	NULL	Highly Probable	Opportunistic human pathogen	b'Bowman BH, et al. 1992. Molecular Biology and Evolution 9:893-904 ((https://doi.org/10.1093/oxfordjournals.molbev.a040766))'
otu105	5	33	14	16	8	21	9	33	12	40	21	23	14	15	23	27	22	11	17	20	26	11	26	26	32	15	13	9	13	11	35	1	3	9	25	20	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Setosphaeria__Setosphaeria turcica	Setosphaeria	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Higly Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Kusai NA, et al. 2016. Mycologia 108:905-914 ((https://doi.org/10.3852/15-175)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu66	6	37	15	9	12	29	23	38	10	24	11	25	22	17	14	16	21	11	16	30	35	29	17	24	17	16	7	17	25	9	24	7	12	13	14	7	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus fischeri	-	-	-	-	-	-	-	Unassigned	-
otu98	4	16	5	24	2	18	24	27	13	49	20	23	24	19	5	23	24	2	15	22	9	30	16	30	31	27	10	7	30	13	24	11	6	2	28	19	Eukaryota__Ascomycota__Dothideomycetes__Capnodiales__Mycosphaerellaceae__Sphaerulina__Sphaerulina musiva	Sphaerulina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
otu50	6	22	24	19	16	26	18	20	13	34	13	21	6	17	6	36	25	8	7	23	22	23	16	31	15	35	14	3	25	17	37	10	10	15	7	9	Eukaryota__Ascomycota__Sordariomycetes__Sordariales__Sordariaceae__Neurospora__Neurospora tetrasperma	Neurospora	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu116	4	44	25	19	8	31	21	24	0	20	14	28	14	12	11	24	20	9	7	29	21	29	9	28	37	13	10	6	19	11	17	15	19	20	19	9	Eukaryota__Ascomycota__Sordariomycetes__Sordariales__Chaetomiaceae__Thermothelomyces__Thermothelomyces thermophila	-	-	-	-	-	-	-	Unassigned	-
otu74	7	31	16	7	16	19	19	23	12	22	15	16	6	14	13	21	11	19	21	20	8	19	23	25	26	16	23	9	29	15	23	3	16	20	26	23	Eukaryota__Ascomycota__Sordariomycetes__Magnaporthales__Magnaporthaceae__Magnaporthe__Magnaporthe oryzae	Magnaporthe	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	Species in this genus cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu10	13	21	19	11	21	23	15	16	12	26	25	30	28	12	9	23	17	8	25	14	11	21	13	27	22	17	14	16	11	9	27	7	7	15	17	27	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Glomerellaceae__Colletotrichum__Colletotrichum gloeosporioides	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu59	10	27	14	11	16	33	24	30	8	35	18	30	7	15	13	31	28	4	18	13	22	27	18	28	14	26	10	11	17	4	11	6	8	8	24	8	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Debaryomycetaceae__Lodderomyces__Lodderomyces elongisporus	-	-	-	-	-	-	-	Unassigned	-
otu101	15	19	22	13	10	33	20	38	12	34	24	29	17	17	13	24	24	5	19	15	28	27	6	11	28	14	21	3	23	13	20	7	6	3	4	9	Eukaryota__Ascomycota__Sordariomycetes__Glomerellales__Glomerellaceae__Colletotrichum__Colletotrichum higginsianum	Colletotrichum	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu83	29	23	12	16	10	16	12	26	18	18	10	33	26	13	8	14	14	30	16	27	15	23	5	24	33	15	1	5	28	16	25	3	6	17	15	6	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Unclassified__Paracoccidioides__Paracoccidioides brasiliensis	Paracoccidioides	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu44	9	41	13	12	9	17	30	27	19	19	19	18	6	9	6	20	20	6	20	7	27	27	4	21	49	15	31	0	12	9	20	0	4	10	17	5	Eukaryota__Ascomycota__Sordariomycetes__Sordariales__Chaetomiaceae__Thielavia__Thielavia terrestris	Thielavia	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph	Microfungus	NULL	Highly Probable	NULL	b'Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu71	12	15	10	6	6	18	32	11	6	7	6	43	26	18	17	10	16	4	8	19	10	48	12	42	23	17	33	7	19	7	24	17	2	4	3	17	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea monophora	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
otu97	13	12	21	25	6	14	16	20	18	32	8	31	18	22	22	9	21	8	7	18	12	17	9	33	6	23	11	9	11	14	22	4	17	11	11	17	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Clavicipitaceae__Metarhizium majus__Metarhizium majus	Metarhizium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu19	1	4	22	28	10	22	14	21	11	17	8	29	17	10	10	17	21	5	26	15	24	12	14	19	24	12	10	22	20	13	27	5	7	13	9	13	Eukaryota__Ascomycota__Eurotiomycetes__Eurotiales__Aspergillaceae__Aspergillus__Aspergillus oryzae	-	-	-	-	-	-	-	Unassigned	-
otu114	7	17	18	5	15	9	14	16	11	12	17	33	9	35	3	6	9	17	11	40	17	10	11	25	17	16	10	5	24	14	13	11	4	35	8	15	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Hypocreaceae__Trichoderma__Trichoderma atroviride	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Probable	Cause of soft-rot (Seehann et al. 1975); Likely opportunistic human pathogen (Irinyi et al. 2015); Endophyte detection method-culture (Busby et al. 2016)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
otu125	12	4	15	18	23	2	44	17	1	9	5	40	61	24	4	0	31	17	7	7	2	3	5	43	27	0	1	19	20	4	9	15	15	18	3	7	Eukaryota__Ascomycota__Leotiomycetes__Helotiales__Unclassified__Phialocephala__Phialocephala scopiformis	Phialocephala	13	Symbiotroph	Endophyte	Microfungus	NULL	Highly Probable	Dark Septate Endophyte, known from plant roots.	b'Newsham KK. 2011. New Phytologist 190:783-793 ((https://doi.org/10.1111/j.1469-8137.2010.03611.x)) (as dark septate root endophytes)'
otu25	2	21	36	12	0	40	16	29	10	18	15	18	24	5	14	12	16	1	16	15	16	3	0	73	19	11	24	3	19	0	13	2	9	10	3	4	Eukaryota__Ascomycota__Sordariomycetes__Xylariales__Sporocadaceae__Pestalotiopsis__Pestalotiopsis fici	Pestalotiopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu22	2	15	10	27	12	15	22	13	8	13	9	27	5	12	16	7	11	12	18	16	4	63	0	31	33	12	23	8	17	1	4	3	9	31	3	11	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Exophiala__Exophiala xenobiotica	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Facultative Yeast-Microfungus	NULL	Probable	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
otu176	0	27	7	4	1	102	3	6	27	2	19	5	7	0	15	3	12	2	3	34	30	10	2	57	66	26	17	0	2	0	2	1	0	1	7	6	Eukaryota__Ascomycota__Dothideomycetes__Pleosporales__Pleosporaceae__Alternaria alternata group__Alternaria alternata	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu95	17	17	6	31	5	42	23	42	10	25	7	24	26	11	22	8	21	12	17	3	6	6	4	9	13	3	8	2	13	5	6	10	1	9	15	17	Eukaryota__Ascomycota__Eurotiomycetes__Onygenales__Ajellomycetaceae__Histoplasma__Histoplasma capsulatum	Histoplasma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu45	2	2	4	0	3	36	46	3	3	2	2	4	40	0	2	1	40	1	64	41	1	13	1	5	47	41	3	0	2	1	7	40	2	6	0	1	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Cladophialophora__Cladophialophora psammophila	Cladophialophora	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
otu78	9	6	3	37	7	20	8	33	11	14	17	10	12	8	17	19	26	0	6	16	17	19	8	27	24	4	6	11	25	1	8	0	1	26	2	6	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Fusarium graminearum	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu132	7	6	0	38	11	22	46	4	9	23	6	2	7	16	3	9	19	11	18	6	5	31	8	22	11	13	23	1	23	0	8	10	4	25	3	8	Eukaryota__Ascomycota__Unclassified__Unclassified__Unclassified__Saitoella__Saitoella complicata	-	-	-	-	-	-	-	Unassigned	-
otu86	8	10	20	16	3	30	17	8	6	20	12	14	7	15	8	14	19	4	21	16	6	17	5	25	18	10	7	5	10	11	10	6	12	33	7	2	Eukaryota__Ascomycota__Saccharomycetes__Saccharomycetales__Trichomonascaceae__Sugiyamaella__Sugiyamaella lignohabitans	-	-	-	-	-	-	-	Unassigned	-
otu143	0	38	11	6	8	11	18	26	5	16	11	16	4	13	9	8	19	14	12	27	13	11	8	28	28	17	3	8	7	0	11	19	0	2	5	13	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Nectriaceae__Fusarium__Fusarium verticillioides	Fusarium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
otu32	1	16	4	10	1	32	7	19	9	13	8	21	7	11	11	10	8	15	7	29	16	17	10	13	17	9	12	8	29	10	12	14	2	8	1	10	Eukaryota__Ascomycota__Orbiliomycetes__Orbiliales__Orbiliaceae__Arthrobotrys__Arthrobotrys oligospora	Arthrobotrys	13	Saprotroph	Dung Saprotroph-Nematophagous	Microfungus	Nematode-trapping fungus (Yang et al. 2020)	Probable	NULL	b'Seifert KA, Kendrick WB, Murase G. 1983. A Key to Hyphomycetes on Dung. University of Waterloo Press, Waterloo; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Yang C-T, et al. 2020. Proceedings of the National Academy of Sciences 117:6762-6770 ((https://doi.org/10.1073/pnas.1919726117))'
otu77	11	8	19	3	10	6	22	26	9	32	2	11	3	8	20	8	15	6	11	10	5	7	3	24	13	2	6	42	13	8	4	11	9	5	22	9	Eukaryota__Ascomycota__Sordariomycetes__Hypocreales__Cordycipitaceae__Beauveria__Beauveria bassiana	Beauveria	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
otu112	1	2	11	1	3	14	23	4	6	7	4	56	25	16	9	3	5	9	8	34	13	34	4	20	9	9	14	8	10	0	10	10	0	0	0	10	Eukaryota__Ascomycota__Eurotiomycetes__Chaetothyriales__Herpotrichiellaceae__Fonsecaea__Fonsecaea nubica	Fonsecaea	13	Pathotroph-Saprotroph	Animal Pathogen-Soil Saprotroph	Dimorphic Yeast	NULL	Probable	Fonsecaea pedrosoi is soil-borne and the major etiological agent of chromoblastomycosis, a chronic disease that can affect immunocompetent hosts (Cunha et al. 2010)	b'Cunha MML, et al. 2010 ((https://doi.org/10.1186/1471-2180-10-80)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); https://www.cdc.gov ((https://www.cdc.gov))'
